Challenge Name,Category,Solved/Attempted by,Solve time
plaidctf24-icmp,['misc'],"azr43lkn1ght, j0dh7, sp3p3x, sherlockcheezu, gh0stkn1ght, k0w4lsk1_, jl_24, ls.exe, hrippi.x_, z_pacifist, sans8475, __m1m1__, ma1f0y_, l0x.me, silence_, spektr.e, r0h17h, its_me_ask, b4tmite, justk1r4, heartstoller, 5h4rrk, arch_zero",Nil
plaidctf24-perception_check,['misc'],"sherlockcheezu, amunrha",2024-04-13 05:34:51.043000
plaidctf24-plaidparallelprocessingvm,['pwn'],"tourpran, silence_, spektr.e, heartstoller, b4tmite, _r0r1_, justk1r4",Nil
plaidctf24-giant_punda,['pwn'],"tourpran, silence_, spektr.e, heartstoller, b4tmite, _r0r1_, justk1r4",Nil
plaidctf24-dhcppp,['crypto'],"hisoka.fr, ls.exe, sans8475, amunrha",2024-04-14 07:17:15.170000
plaidctf24-werechat,['web'],"r0h17h, exigent07, ma1f0y_, lu513n, k0w4lsk1_, r0h1t.pxh, z_pacifist, alfin, winters0x168, sk4d, luc_f3r, avntka, l0x.me",Nil
plaidctf24-gooey,['reverse'],"retr0ds, k1n0r4, tricky_ninja, sherlockcheezu",Nil
plaidctf24-valornt,['pwn'],"tourpran, spektr.e",2024-04-13 22:44:24.574000
plaidctf24-maglev,['pwn'],"silence_, tourpran, spektr.e, justk1r4, b4tmite, _r0r1_, shravya1687, heartstoller",Nil
plaidctf24-phantomprocessingplatform,['pwn'],"justk1r4, silence_, _r0r1_, heartstoller, b4tmite",Nil
