Challenge Name,Category,Solved/Attempted by,Solve time
asisquals24-cosmopolitan,['forensics'],"azr43lkn1ght, sp3p3x, jl_24, gh0stkn1ght, hrippi.x_, 5h4rrk, kr4z31n, __m1m1__, rudraagh",2024-09-21 20:34:59.204000
asisquals24-whattodo,['pwn'],"_r0r1_, tourpran, justk1r4",2024-09-21 23:00:31.801000
asisquals24-avini,['crypto'],"aerosol., ___apn___, hisoka.fr, sans8475, arch_zero, ls.exe",Nil
asisquals24-flagchecker,['web'],"k0w4lzk1, exigent07, h3ri0s, lu513n, ma1f0y_, r0h17h, z_pacifist, luc_f3r, winters0x168, alfin3313",Nil
asisquals24-alchemist,['reverse'],"k1n0r4, retr0ds, heartstoller, theb4tmite, kndn, gh0stkn1ght, sherlockcheezu, the.m3chanic, spektr.e, silence_",Nil
asisquals24-bedme,['reverse'],"the.m3chanic, retr0ds",2024-09-22 12:41:58.505000
asisquals24-sinascript,['pwn'],"justk1r4, theb4tmite, heartstoller, spektr.e, silence_, tourpran, _r0r1_",Nil
asisquals24-ataa,['crypto'],"___apn___, hisoka.fr, sans8475, arch_zero, aerosol., ls.exe",Nil
asisquals24-detic,['misc'],"spektr.e, silence_, kr4z31n, arch_zero",2024-09-22 14:39:57.399000
asisquals24-cat_rater,['web'],"k0w4lzk1, z_pacifist, alfin3313, winters0x168, luc_f3r, exigent07",2024-09-22 00:11:02.273000
asisquals24-old_but_gold,['forensics'],"kr4z31n, rudraagh, azr43lkn1ght, 5h4rrk, jl_24, gh0stkn1ght, hrippi.x_, __m1m1__, sp3p3x, ___apn___",Nil
asisquals24-break_control,['reverse'],"sherlockcheezu, r3xnation, silence_",Nil
asisquals24-dangling,['web'],"ma1f0y_, winters0x168, alfin3313",2024-09-22 13:43:16.373000
asisquals24-grades,['pwn'],"tourpran, _r0r1_, justk1r4",2024-09-22 02:18:55.092000
asisquals24-letters,['web'],"r0h17h, luc_f3r, k0w4lzk1, exigent07, alfin3313, z_pacifist, 570rmbreaker, lu513n, ma1f0y_, winters0x168, h3ri0s",Nil
asisquals24-pixels,['forensics'],"rudraagh, kr4z31n, gh0stkn1ght, jl_24, sp3p3x, azr43lkn1ght, 5h4rrk, __m1m1__, hrippi.x_",Nil
asisquals24-pizza,['pwn'],"silence_, justk1r4, _r0r1_, spektr.e, tourpran, theb4tmite, heartstoller",Nil
asisquals24-dive-into-pool,['pwn'],"justk1r4, _r0r1_, spektr.e, tourpran, theb4tmite, silence_, heartstoller",Nil
asisquals24-popy,['forensics'],"__m1m1__, kr4z31n, rudraagh, hrippi.x_, jl_24, 5h4rrk, gh0stkn1ght",2024-09-22 15:55:15.602000
asisquals24-uncompetitive_programming,['pwn'],"silence_, theb4tmite, heartstoller, tourpran, _r0r1_, justk1r4",Nil
asisquals24-heidi,['crypto'],"hisoka.fr, ___apn___",2024-09-22 14:06:00.478000
asisquals24-clement,['crypto'],"arch_zero, hisoka.fr, ___apn___, aerosol.",Nil
asisquals24-snoopy,['misc'],"kr4z31n, rudraagh, __m1m1__, 5h4rrk, heartstoller, sp3p3x, silence_",Nil
